prompt_language,task,prompt_condition,metric,baseline_n,condition_n,baseline_mean,condition_mean,raw_mean_difference,baseline_sd,condition_sd,denominator,sd_source,hedges_correction,baseline_sd_standardised_effect,signed_standardised_effect,absolute_standardised_effect,bootstrap_unit,confidence_level,bootstrap_replicates,raw_valid_replicates,raw_valid_proportion,raw_interval_status,standardised_valid_replicates,standardised_valid_proportion,standardised_interval_status,raw_difference_ci_lower,raw_difference_ci_upper,standardised_effect_ci_lower,standardised_effect_ci_upper,warning_flags
en,igt,detailed,post_loss_switching_rate,20,20,0.6012228776125835,0.5609172631180744,-0.04030561449450909,0.1133417094415524,0.18698773869286697,0.15461364351279805,pooled,0.9801324503311258,-0.35561149283083404,-0.25550682203110325,0.25550682203110325,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.13277888574065044,0.05078627132389804,-0.8269701720759027,0.37712555299018596,
en,igt,role_human,advantageous_choice_rate,20,20,0.894,0.9285,0.034499999999999975,0.03662038546464178,0.04826189517948698,0.04283843576681305,pooled,0.9801324503311258,0.942098221038959,0.7893511733362584,0.7893511733362584,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.009000000000000008,0.0595,0.2027703180018233,1.5232078135525509,
en,igt,role_human,post_loss_switching_rate,20,20,0.6012228776125835,0.6122060047795342,0.010983127166950712,0.1133417094415524,0.2247558245236581,0.17799090391989514,pooled,0.9801324503311258,0.0969027838124715,0.060480165589172546,0.060480165589172546,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.09745770563178646,0.1122527852866087,-0.5181068103633697,0.7750163817989751,
en,igt,reward_loss_emphasis,advantageous_choice_rate,20,20,0.894,0.967,0.07299999999999995,0.03662038546464178,0.052022262440936606,0.04498537774128739,pooled,0.9801324503311258,1.993425221328812,1.5905094603330217,1.5905094603330217,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.04399999999999993,0.09799999999999998,0.8180411505204218,3.0932447602751605,
en,igt,reward_loss_emphasis,post_loss_switching_rate,20,20,0.6012228776125835,0.6193672993672994,0.018144421754715867,0.1133417094415524,0.19747862774724928,0.16100334082880072,pooled,0.9801324503311258,0.16008600756169564,0.11045694122087316,0.11045694122087316,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.08300710684332006,0.11137648093328237,-0.47098388515048395,0.8186605352519181,
en,bart,detailed,adjusted_average_pumps,20,20,2.5904061956693534,2.5407517668043984,-0.04965442886495497,0.6526667266950469,0.7801879377639542,0.7192590195357994,pooled,0.9801324503311258,-0.07607930178453173,-0.06766396487403183,0.06766396487403183,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.40038488394409444,0.30779489969292606,-0.6073803119015354,0.41568163158016486,
en,bart,detailed,explosion_rate,20,20,0.07125000000000001,0.0725,0.0012499999999999872,0.018628995509264865,0.019701723141310308,0.01917286322411252,pooled,0.9801324503311258,0.06709969946465001,0.0639010224290903,0.0639010224290903,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.007500000000000007,0.009999999999999995,-0.43406545161765253,0.515294560795326,
en,bart,detailed,post_explosion_adjustment,20,20,-1.2666666666666666,-0.8375,0.4291666666666666,1.0364694910357724,1.3492674534052593,1.2030776505834249,pooled,0.9801324503311258,0.4140658942481641,0.34963676400808763,0.34963676400808763,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.004166666666666652,0.8666666666666666,0.004915758827511941,0.8085037896840226,
en,bart,role_human,adjusted_average_pumps,20,20,2.5904061956693534,1.6174362621731042,-0.9729699334962492,0.6526667266950469,0.6624661978262035,0.6575847167464941,pooled,0.9801324503311258,-1.4907607415857456,-1.4502152813624916,1.4502152813624916,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-1.2887394302196937,-0.6304288815637502,-2.652971320186763,-0.7975818018409081,
en,bart,role_human,explosion_rate,20,20,0.07125000000000001,0.043750000000000004,-0.027500000000000004,0.018628995509264865,0.017908759985284472,0.018272426739417192,pooled,0.9801324503311258,-1.4761933882223157,-1.4750992174433895,1.4750992174433895,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.03749999999999999,-0.018750000000000003,-2.1916427858938334,-1.057738883240646,
en,bart,role_human,post_explosion_adjustment,20,20,-1.2666666666666666,-1.0,0.2666666666666666,1.0364694910357724,1.0814761408717501,1.059211888415818,pooled,0.9801324503311258,0.2572836624454612,0.24675766603464258,0.24675766603464258,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.15833333333333321,0.6791666666666667,-0.13866233276160267,0.7300582518411075,
en,bart,risk_emphasis,adjusted_average_pumps,20,20,2.5904061956693534,2.8275714059924586,0.23716521032310522,0.6526667266950469,0.9427023671717999,0.8107593999474018,pooled,0.9801324503311258,0.36337873622584516,0.2867106058127262,0.2867106058127262,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.03369800486576808,0.5234464836076675,-0.046822275186695204,0.6718638587310638,
en,bart,risk_emphasis,explosion_rate,20,20,0.07125000000000001,0.07875,0.007499999999999993,0.018628995509264865,0.020318192522181224,0.019491901152178966,pooled,0.9801324503311258,0.4025981967879038,0.37713065134550416,0.37713065134550416,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.0,0.01378124999999984,0.0,0.7843989835395639,
en,bart,risk_emphasis,post_explosion_adjustment,20,20,-1.2666666666666666,-1.0133333333333334,0.2533333333333332,1.0364694910357724,0.8776230524674146,0.9603361984404668,pooled,0.9801324503311258,0.24441947932318803,0.25855551540572735,0.25855551540572735,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.0,0.5116666666666667,0.0,0.5695364447880523,
