prompt_language,task,prompt_condition,metric,baseline_n,condition_n,baseline_mean,condition_mean,raw_mean_difference,baseline_sd,condition_sd,denominator,sd_source,hedges_correction,baseline_sd_standardised_effect,signed_standardised_effect,absolute_standardised_effect,bootstrap_unit,confidence_level,bootstrap_replicates,raw_valid_replicates,raw_valid_proportion,raw_interval_status,standardised_valid_replicates,standardised_valid_proportion,standardised_interval_status,raw_difference_ci_lower,raw_difference_ci_upper,standardised_effect_ci_lower,standardised_effect_ci_upper,warning_flags
en,igt,detailed,post_loss_switching_rate,20,20,0.5696839372521532,0.6377637869377,0.06807984968554681,0.13477322667343086,0.053289647098415195,0.10247831262233392,pooled,0.9801324503311258,0.5051437245062861,0.651135525000119,0.651135525000119,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.010581159420289966,0.13124659861627627,0.1424502181442592,1.097608832744487,
en,igt,role_human,advantageous_choice_rate,20,20,0.908,0.902,-0.006000000000000005,0.0528752255189915,0.04299326752680679,0.04818822743324239,pooled,0.9801324503311258,-0.11347469332012496,-0.12203799590125464,0.12203799590125464,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.03500000000000003,0.02400000000000002,-0.755610554302822,0.5406940157293953,
en,igt,role_human,post_loss_switching_rate,20,20,0.5696839372521532,0.6111709956709956,0.04148705841884248,0.13477322667343086,0.06755481352518977,0.10660083362336135,pooled,0.9801324503311258,0.3078286351292146,0.38144928930630306,0.38144928930630306,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.021196952092135755,0.11203269282566508,-0.2575057472446619,0.9120021856935161,
en,igt,reward_loss_emphasis,advantageous_choice_rate,20,20,0.908,0.969,0.06099999999999994,0.0528752255189915,0.055241098354109695,0.05407110328563969,pooled,0.9801324503311258,1.1536593820879348,1.105730710807916,1.105730710807916,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.027999999999999914,0.09199999999999997,0.4579605657275048,2.2345843375429975,
en,igt,reward_loss_emphasis,post_loss_switching_rate,20,20,0.5696839372521532,0.4686078095560854,-0.10107612769606777,0.13477322667343086,0.15300784769401587,0.14417909710482157,pooled,0.9801324503311258,-0.7499718615551547,-0.6871175829094278,0.6871175829094278,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.18237645977599126,-0.010479023718660226,-1.4517396435967709,-0.066787113943843,
en,bart,detailed,adjusted_average_pumps,20,20,9.050744405555307,8.818166322821495,-0.2325780827338111,1.7480542570699154,1.6365088265796706,1.6932003462575573,pooled,0.9801324503311258,-0.13304969327648786,-0.13463104152267305,0.13463104152267305,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.9119240715897428,0.4620407205831285,-0.6092523819521273,0.26456623327007706,
en,bart,detailed,explosion_rate,20,20,0.2775,0.3025,0.024999999999999967,0.039653101026939,0.02677882116818988,0.03383395989394772,pooled,0.9801324503311258,0.6304677150726697,0.7242223888390111,0.7242223888390111,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.012499999999999956,0.03875000000000001,0.3363075118612835,1.3071425579466405,
en,bart,detailed,post_explosion_adjustment,20,20,0.30276612276612275,-1.0042016317016318,-1.3069677544677545,1.3635049124428555,1.324160031124015,1.3439764570635437,pooled,0.9801324503311258,-0.9585354204013764,-0.9531428180588161,0.9531428180588161,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-2.072180382117882,-0.505908827283828,-1.8844669541099408,-0.3475096094593503,
en,bart,role_human,adjusted_average_pumps,20,20,9.050744405555307,7.958517549261083,-1.0922268562942232,1.7480542570699154,1.4878651585665255,1.6231815079861593,pooled,0.9801324503311258,-0.6248243450549478,-0.6595238916350739,0.6595238916350739,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-1.7166335361042246,-0.5132004532180423,-1.1504659093533225,-0.31304537152942774,
en,bart,role_human,explosion_rate,20,20,0.2775,0.25375000000000003,-0.023749999999999993,0.039653101026939,0.03467423584708028,0.03724695324876639,pooled,0.9801324503311258,-0.5989443293190369,-0.6249677803146274,0.6249677803146274,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.035,-0.01125000000000001,-1.008403413356835,-0.3119983210602443,
en,bart,role_human,post_explosion_adjustment,20,20,0.30276612276612275,-0.6807431457431458,-0.9835092685092686,1.3635049124428555,1.2344928357174463,1.300599517086928,pooled,0.9801324503311258,-0.7213096627185693,-0.7411730794937192,0.7411730794937192,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-1.4981957972582973,-0.4949721112221121,-1.3531873067790938,-0.3546707832574991,
en,bart,risk_emphasis,adjusted_average_pumps,20,20,9.050744405555307,8.951332785987958,-0.09941161956734845,1.7480542570699154,1.6592952418270028,1.7042526786263217,pooled,0.9801324503311258,-0.056869870694964575,-0.05717259858231098,0.05717259858231098,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.7252541186154928,0.4939659482928394,-0.4608949288954531,0.3059738122583325,
en,bart,risk_emphasis,explosion_rate,20,20,0.2775,0.29375,0.016249999999999987,0.039653101026939,0.031282877442022995,0.035714050751106785,pooled,0.9801324503311258,0.40980401479723555,0.4459631988787269,0.4459631988787269,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.006249999999999978,0.026249999999999996,0.1567974834182147,0.8139562879429156,
en,bart,risk_emphasis,post_explosion_adjustment,20,20,0.30276612276612275,-0.1234340659340659,-0.42620018870018866,1.3635049124428555,1.1219977494953457,1.2486041398554666,pooled,0.9801324503311258,-0.3125769366951589,-0.3345597070747012,0.3345597070747012,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-1.0363449814074814,0.14381997169497057,-0.8860927612135033,0.11989595889848677,
es,horizon,detailed,directed_exploration,20,20,0.6425,0.6,-0.04249999999999998,0.09497229512918628,0.10637569963898807,0.10083532693404001,pooled,0.9801324503311258,-0.44749892526224894,-0.41310550980135424,0.41310550980135424,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.07506249999999995,-0.009937500000000243,-0.8276719439241417,-0.0891885023053648,
es,horizon,detailed,horizon_effect,20,20,0.017499999999999998,0.024999999999999998,0.0075,0.05683540408842658,0.08958970805552212,0.07502192661938382,pooled,0.9801324503311258,0.13196000134583769,0.09798459875308145,0.09798459875308145,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.035,0.05,-0.4676637887971129,0.7139205775547317,
es,horizon,detailed,random_exploration_effect,20,20,0.2678331192411171,0.3698093340934615,0.10197621485234443,2.369549409962351,1.6736380381416518,2.0513201467552014,pooled,0.9801324503311258,0.04303612088593869,0.04872481630759777,0.04872481630759777,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-2.628128625246212,2.5252439617150544,-1.4328744030324767,1.4028442414509406,
es,horizon,role_human,directed_exploration,20,20,0.6425,0.5700000000000001,-0.0724999999999999,0.09497229512918628,0.08795932074125605,0.09153299663883079,pooled,0.9801324503311258,-0.7633805195650122,-0.7763277206949992,0.7763277206949992,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.11256249999999993,-0.02750000000000008,-1.3789394280624732,-0.3157504136250727,
es,horizon,role_human,horizon_effect,20,20,0.017499999999999998,0.035,0.017500000000000005,0.05683540408842658,0.08900029568253663,0.07467032807438871,pooled,0.9801324503311258,0.3079066698069547,0.22970727895700524,0.22970727895700524,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.027499999999999997,0.0625,-0.3673419449784298,0.9208588603487654,
es,horizon,role_human,random_exploration_effect,20,20,0.2678331192411171,0.679881344391753,0.4120482251506359,2.369549409962351,1.602031207744933,2.022531631006251,pooled,0.9801324503311258,0.17389307157649977,0.19968134509251387,0.19968134509251387,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-2.4207988922727406,3.1692414554017456,-1.3091584092020379,1.6138019446599787,
es,horizon,uncertainty_emphasis,directed_exploration,20,20,0.6425,0.6125,-0.029999999999999916,0.09497229512918628,0.09301244964774169,0.09399748036936667,pooled,0.9801324503311258,-0.3158815943027632,-0.3128166137474075,0.3128166137474075,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.05249999999999999,-0.009999999999999898,-0.6632624804468085,-0.09687937558975594,
es,horizon,uncertainty_emphasis,horizon_effect,20,20,0.017499999999999998,0.0175,3.469446951953614e-18,0.05683540408842658,0.08626001086067757,0.0730446871154191,pooled,0.9801324503311258,6.104376325988152e-17,4.655393399028376e-17,4.655393399028376e-17,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.04,0.03750000000000001,-0.5432001385824847,0.5572065928142809,
es,horizon,uncertainty_emphasis,random_exploration_effect,20,20,0.2678331192411171,1.5272434228857015,1.2594103036445845,2.369549409962351,2.3193114658273406,2.3445650003541267,pooled,0.9801324503311258,0.5314978022191126,0.526489522234184,0.526489522234184,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-3.0355732722371926,2.3037484667492985,-1.3702238033830436,1.1594357415296435,
es,igt,detailed,advantageous_choice_rate,20,20,0.877,0.862,-0.015000000000000013,0.007326950970650471,0.00615587011251093,0.0067667919787895514,pooled,0.9801324503311258,-2.047236300622924,-2.172667166517036,2.172667166517036,independent_cell,0.95,2000,2000,1.0,report,1991,0.9955,report,-0.019000000000000017,-0.01100000000000001,-5.888956808207605,-1.260511620127317,
es,igt,detailed,post_loss_switching_rate,20,20,0.6134435817805383,0.6717843026538679,0.05834072087332964,0.04001794303099715,0.05334467333604903,0.047154479838939556,pooled,0.9801324503311258,1.457864059333085,1.2126447773142646,1.2126447773142646,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.030344701675136403,0.08595924501223413,0.6860360838916173,1.8815212171720224,
es,igt,role_human,advantageous_choice_rate,20,20,0.877,0.88,0.0030000000000000027,0.007326950970650471,0.0,0.005180936716768305,pooled,0.9801324503311258,0.4094472601245848,0.5675416457947978,0.5675416457947978,independent_cell,0.95,2000,2000,1.0,report,1916,0.958,report,0.0,0.006000000000000005,0.3099450951688213,0.8844497752917148,
es,igt,role_human,post_loss_switching_rate,20,20,0.6134435817805383,0.638961038961039,0.02551745718050069,0.04001794303099715,0.0348279942419025,0.03751283078725282,pooled,0.9801324503311258,0.6376503949924499,0.6667182216769015,0.6667182216769015,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.003727348014304509,0.04803447675512883,0.12019006887276662,1.235904948126706,
es,igt,reward_loss_emphasis,advantageous_choice_rate,20,20,0.877,0.881,0.0040000000000000036,0.007326950970650471,0.019973666874689093,0.015043795713638368,pooled,0.9801324503311258,0.5459296801661131,0.26060775325274077,0.26060775325274077,independent_cell,0.95,2000,2000,1.0,report,1999,0.9995,report,-0.0040000000000000036,0.014000000000000012,-0.49652579041730527,0.6478892124175613,
es,igt,reward_loss_emphasis,post_loss_switching_rate,20,20,0.6134435817805383,0.6354429387038083,0.02199935692327004,0.04001794303099715,0.04368486279297265,0.04189154450287659,pooled,0.9801324503311258,0.5497373242355248,0.514716844718701,0.514716844718701,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.004988529707007908,0.0469743451596712,-0.11655615058412688,1.1755399684962766,
es,bart,detailed,adjusted_average_pumps,20,20,6.485822048760854,7.859183633269771,1.3733615845089169,1.353485978657079,1.245392722474223,1.3005628257821817,pooled,0.9801324503311258,1.0146847519407318,1.0349951792646448,1.0349951792646448,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.7132978822368771,2.0176339886682126,0.5412640150174443,1.725480839839267,
es,bart,detailed,explosion_rate,20,20,0.1975,0.24,0.04249999999999998,0.03526217594862205,0.028562028528873965,0.032087462709879305,pooled,0.9801324503311258,1.2052574424767104,1.298190184612123,1.298190184612123,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.03,0.05500000000000002,0.8860656056568289,1.9460767836462558,
es,bart,detailed,post_explosion_adjustment,20,20,0.3170436507936508,0.40404040404040403,0.08699675324675321,1.235159906119288,1.0626018190175115,1.1521160140072555,pooled,0.9801324503311258,0.0704335955334607,0.07401020374156136,0.07401020374156136,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.4870496031746031,0.6108777958152957,-0.3901805449798828,0.6208697774866953,
es,bart,role_human,adjusted_average_pumps,20,20,6.485822048760854,6.4566265237766665,-0.029195524984187315,1.353485978657079,1.387413562966123,1.3705547579581896,pooled,0.9801324503311258,-0.02157061502266536,-0.02087875823661769,0.02087875823661769,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.6599619922840838,0.58309914700851,-0.5301885961020354,0.4024425303600649,
es,bart,role_human,explosion_rate,20,20,0.1975,0.18625,-0.01125000000000001,0.03526217594862205,0.0375876169418656,0.03644344934278313,pooled,0.9801324503311258,-0.3190387347732473,-0.30256439127128737,0.30256439127128737,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.02250000000000002,0.0,-0.6912984593700486,0.0,
es,bart,role_human,post_explosion_adjustment,20,20,0.3170436507936508,0.4865079365079365,0.16946428571428568,1.235159906119288,1.1207020644743644,1.1793203786507105,pooled,0.9801324503311258,0.13720028060716483,0.14084166491788516,0.14084166491788516,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.3000084325396825,0.5841071428571427,-0.22621439890649717,0.5704188126218896,
es,bart,risk_emphasis,adjusted_average_pumps,20,20,6.485822048760854,6.688620820395607,0.20279877163475302,1.353485978657079,1.198824036311659,1.2784958671149251,pooled,0.9801324503311258,0.14983440895041172,0.15547148964592258,0.15547148964592258,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.1992875045821113,0.635309826203208,-0.16259153928509107,0.505733806834263,
es,bart,risk_emphasis,explosion_rate,20,20,0.1975,0.19625,-0.0012500000000000011,0.03526217594862205,0.034674235847080286,0.03496944154694586,pooled,0.9801324503311258,-0.035448748308138586,-0.03503531965957035,0.03503531965957035,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.01125000000000001,0.008750000000000008,-0.3454366591873885,0.25479353910764674,
es,bart,risk_emphasis,post_explosion_adjustment,20,20,0.3170436507936508,0.8473611111111111,0.5303174603174603,1.235159906119288,1.012107358255012,1.1291548384341599,pooled,0.9801324503311258,0.42935125864281726,0.4603277904340663,0.4603277904340663,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.13285168650793644,0.928910218253968,0.11320846240884648,0.9782790468322574,
zh-CN,horizon,detailed,directed_exploration,20,20,0.5225,0.495,-0.02749999999999997,0.08187763655859305,0.08720815992723809,0.08458489973486931,pooled,0.9801324503311258,-0.33586704692337443,-0.31865785108916495,0.31865785108916495,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.04999999999999999,-0.0050000000000000044,-0.6149488384658591,-0.05157810535358524,
zh-CN,horizon,detailed,horizon_effect,20,20,-2.0816681711721684e-18,0.0075000000000000015,0.007500000000000003,0.07433919416750281,0.06340139463848775,0.06908709225166068,pooled,0.9801324503311258,0.10088890637018243,0.10640183481317014,0.10640183481317014,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.017499999999999998,0.03500000000000001,-0.2645742950243223,0.5693531125919853,
zh-CN,horizon,detailed,random_exploration_effect,20,20,0.2952365228192735,-0.12444838937643739,-0.41968491219571086,1.2722120596277098,0.9968698752474348,1.1428633060952686,pooled,0.9801324503311258,-0.3298859722478375,-0.3599265101640211,0.3599265101640211,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-2.717930455650242,-0.020283574009039646,-2.0912006531773764,-0.02043945154599112,
zh-CN,horizon,role_human,directed_exploration,20,20,0.5225,0.555,0.032500000000000084,0.08187763655859305,0.11686699592631833,0.10090055030886393,pooled,0.9801324503311258,0.3969337827276258,0.3157000089519168,0.3157000089519168,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.0050000000000000044,0.06499999999999995,0.051515215936854014,0.6103223138633893,
zh-CN,horizon,role_human,horizon_effect,20,20,-2.0816681711721684e-18,0.012499999999999999,0.0125,0.07433919416750281,0.08090767968233267,0.07769288391176064,pooled,0.9801324503311258,0.16814817728363732,0.1576934078422657,0.1576934078422657,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.019999999999999997,0.04750000000000001,-0.26975022267924176,0.6221066427445862,
zh-CN,horizon,role_human,random_exploration_effect,20,20,0.2952365228192735,0.24037340827826315,-0.05486311454101034,1.2722120596277098,1.7801244750897451,1.5471533006582963,pooled,0.9801324503311258,-0.04312418996960699,-0.0347561672556933,0.0347561672556933,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-1.8402411571136046,1.3416308893016908,-1.2361996075912172,1.032929218050841,
zh-CN,horizon,uncertainty_emphasis,directed_exploration,20,20,0.5225,0.5700000000000001,0.0475000000000001,0.08187763655859305,0.1043778560907689,0.09380480854019775,pooled,0.9801324503311258,0.5801339901403758,0.4963102863834322,0.4963102863834322,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.022500000000000075,0.07499999999999996,0.2666461342529922,0.7717733793011411,
zh-CN,horizon,uncertainty_emphasis,horizon_effect,20,20,-2.0816681711721684e-18,0.04,0.04,0.07433919416750281,0.07181848464596079,0.07308970695766878,pooled,0.9801324503311258,0.5380741673076394,0.5363997154339597,0.5363997154339597,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,0.0025000000000000057,0.075,0.029485887305370044,1.2229301808011144,
zh-CN,horizon,uncertainty_emphasis,random_exploration_effect,20,20,0.2952365228192735,1.5921297736759443,1.2968932508566708,1.2722120596277098,1.0709169178981255,1.1758797918372865,pooled,0.9801324503311258,1.019400217944942,1.0810009395551732,1.0810009395551732,paired_environment_seed_hierarchical_refit,0.95,2000,2000,1.0,report,2000,1.0,report,-0.6997009589857732,2.7249212909205807,-0.5469788946180211,2.862963381591902,
zh-CN,igt,detailed,advantageous_choice_rate,20,20,0.9239999999999999,0.879,-0.04499999999999993,0.04881759820737642,0.004472135954999583,0.03466379880175312,pooled,0.9801324503311258,-0.9217987294016516,-1.272392576392116,1.272392576392116,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.06599999999999995,-0.02400000000000002,-2.175588920621896,-0.7080554605112069,
zh-CN,igt,detailed,post_loss_switching_rate,20,20,0.29153947947051395,0.6691558441558442,0.3776163646853302,0.03914789914086226,0.08993081849530203,0.06935456049308539,pooled,0.9801324503311258,9.645890915540276,5.336549610765176,5.336549610765176,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.3278735682614993,0.4111933800123455,3.08830962909962,13.669344743168578,
zh-CN,igt,role_human,advantageous_choice_rate,20,20,0.9239999999999999,0.928,0.004000000000000115,0.04881759820737642,0.05708719093125053,0.053113582364391,pooled,0.9801324503311258,0.08193766483570485,0.07381407216006317,0.07381407216006317,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.028000000000000025,0.03502499999999989,-0.5728678927807869,0.6744302230714475,
zh-CN,igt,role_human,post_loss_switching_rate,20,20,0.29153947947051395,0.49042681743543814,0.1988873379649242,0.03914789914086226,0.1044915529022855,0.07890197283678733,pooled,0.9801324503311258,5.080408970332899,2.4706091228242237,2.4706091228242237,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.1518368270059424,0.24609506820387625,2.0059480216918137,3.2940285794479514,
zh-CN,igt,reward_loss_emphasis,advantageous_choice_rate,20,20,0.9239999999999999,0.864,-0.05999999999999994,0.04881759820737642,0.025628931020687497,0.038987177379235856,pooled,0.9801324503311258,-1.2290649725355363,-1.5083920143238676,1.5083920143238676,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,-0.08299999999999996,-0.03600000000000003,-2.485204626028719,-0.8551461721733693,
zh-CN,igt,reward_loss_emphasis,post_loss_switching_rate,20,20,0.29153947947051395,0.38049445266836573,0.08895497319785178,0.03914789914086226,0.1256912568364538,0.09308826470686442,pooled,0.9801324503311258,2.2722796152553,0.9366127526826784,0.9366127526826784,independent_cell,0.95,2000,2000,1.0,report,2000,1.0,report,0.036289632781012084,0.1503982270886319,0.5485627627493503,1.3853848621469989,
zh-CN,bart,detailed,adjusted_average_pumps,20,20,8.278933468788864,8.536463163067724,0.2575296942788601,1.699362716275916,2.176760099669734,1.9527055811082799,pooled,0.9801324503311258,0.15154486550300802,0.1292633219920972,0.1292633219920972,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.36208847457130283,0.9086307457116678,-0.20045258685326137,0.4554710289192217,
zh-CN,bart,detailed,explosion_rate,20,20,0.27375,0.27625,0.0025000000000000022,0.034863455455760396,0.024967083593361375,0.030321739639025364,pooled,0.9801324503311258,0.07170832515934486,0.08081103376648406,0.08081103376648406,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.013749999999999984,0.018750000000000044,-0.4620609831299762,0.6488186481850793,
zh-CN,bart,detailed,post_explosion_adjustment,20,20,0.8368670218670219,0.5282264957264957,-0.3086405261405262,1.107290641665187,1.0917233624538831,1.0995345527192208,pooled,0.9801324503311258,-0.27873488181601574,-0.2751242281649797,0.2751242281649797,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.7161485042735043,0.1326032162282162,-0.7093577166095175,0.11192860378008647,
zh-CN,bart,role_human,adjusted_average_pumps,20,20,8.278933468788864,8.283229591521444,0.004296122732579732,1.699362716275916,1.7912419527969425,1.7459068381400629,pooled,0.9801324503311258,0.0025280787270621718,0.00241179495309865,0.00241179495309865,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.4535432294333497,0.487350511592777,-0.30182970031925527,0.2617997608045628,
zh-CN,bart,role_human,explosion_rate,20,20,0.27375,0.25875000000000004,-0.014999999999999958,0.034863455455760396,0.031700697319243874,0.03331962437394895,pooled,0.9801324503311258,-0.4302499509560676,-0.44124107132677165,0.44124107132677165,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.024999999999999967,-0.004999999999999949,-0.7769733210079758,-0.1452237693291853,
zh-CN,bart,role_human,post_explosion_adjustment,20,20,0.8368670218670219,0.4428156565656566,-0.3940513653013653,1.107290641665187,1.4350106938220122,1.2816684938982534,pooled,0.9801324503311258,-0.35586985970438206,-0.30134354715581657,0.30134354715581657,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.9680576749639248,0.15292821067821002,-0.7493130296678518,0.12568936939906883,
zh-CN,bart,risk_emphasis,adjusted_average_pumps,20,20,8.278933468788864,8.476486673036312,0.19755320424744838,1.699362716275916,1.826635840567882,1.7641474053371775,pooled,0.9801324503311258,0.11625134666975522,0.10975744178974048,0.10975744178974048,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.33628637151674795,0.6830697616038787,-0.213073378606103,0.3721028577981465,
zh-CN,bart,risk_emphasis,explosion_rate,20,20,0.27375,0.25625,-0.017500000000000016,0.034863455455760396,0.053110485633352356,0.04492318004397238,pooled,0.9801324503311258,-0.5019582761154141,-0.38181441883689954,0.38181441883689954,paired_environment_seed,0.95,2000,2000,1.0,report,2000,1.0,report,-0.03125,-0.0025000000000000022,-0.7584135219394774,-0.073161023562718,
